customer_id,customer_name,city,phone,subscribtion_date,gender,age
1,SMITH,cairo,20190783845,2022-01-02,male,17
2,JOHNSON,alex,20186383891,2022-01-21,male,41
3,WILLIAMS,mansoura,20166215594,2022-01-31,male,54
4,BROWN,tanta,20146419017,2022-01-27,male,61
5,JONES,cairo,20177013521,2022-01-23,male,34
6,MILLER,cairo,20154441882,2022-01-31,male,50
7,DAVIS,alex,2017679465,2022-01-29,male,33
8,GARCIA,alex,20153429165,2022-01-28,female,52
9,RODRIGUEZ,alex,20162549060,2022-01-27,female,44
10,WILSON,cairo,20185414137,2022-01-05,male,59
11,MARTINEZ,cairo,2018416397,2022-01-10,male,21
12,ANDERSON,cairo,20110987230,2022-01-29,male,19
13,TAYLOR,alex,20148032591,2022-01-21,male,51
14,THOMAS,mansoura,20154684329,2022-01-30,male,63
15,HERNANDEZ,tanta,2016325412,2022-01-04,female,54
16,MOORE,cairo,20148835876,2022-01-31,female,33
17,MARTIN,cairo,20186433114,2022-01-04,male,36
18,JACKSON,alex,20179167564,2022-01-07,male,40
19,THOMPSON,alex,20115715187,2022-01-19,male,55
20,WHITE,alex,20115752464,2022-01-04,female,46
21,LOPEZ,cairo,20125159024,2022-01-20,male,24
22,LEE,cairo,20190958863,2022-01-30,female,39
23,GONZALEZ,cairo,20194220365,2022-01-24,male,24
24,HARRIS,alex,20155275227,2022-01-27,male,62
25,CLARK,mansoura,20110105030,2022-01-12,male,25
26,LEWIS,tanta,20166093030,2022-01-27,male,64
27,ROBINSON,cairo,20181620814,2022-01-14,male,22
28,WALKER,cairo,2012771650,2022-01-29,male,59
29,PEREZ,alex,20166614505,2022-01-27,male,21
30,HALL,alex,20132991746,2022-01-13,female,23
31,YOUNG,alex,2015085925,2022-01-19,female,45
32,ALLEN,cairo,2015231476,2022-01-30,male,22
33,SANCHEZ,cairo,20141576675,2022-01-28,male,64
34,WRIGHT,cairo,2015193205,2022-01-09,male,29
35,KING,alex,20197416812,2022-01-31,male,37
36,SCOTT,mansoura,20180498803,2022-01-29,male,54
37,GREEN,tanta,20150741252,2022-01-26,female,30
38,BAKER,cairo,20118604180,2022-01-12,female,48
39,ADAMS,cairo,20167535091,2022-01-28,male,26
40,NELSON,alex,20113614813,2022-01-20,male,58
41,HILL,alex,20125821437,2022-01-28,male,27
42,RAMIREZ,alex,2014783893,2022-01-30,female,62
43,CAMPBELL,cairo,20195767672,2022-01-22,male,46
44,MITCHELL,cairo,20134524644,2022-01-29,female,32
45,ROBERTS,cairo,20197069538,2022-01-31,male,36
46,CARTER,alex,20198663651,2022-01-31,male,24
47,PHILLIPS,,,2022-01-31,male,28
48,EVANS,tanta,20153031999,2022-01-27,male,53
49,TURNER,cairo,20144463513,2022-01-13,male,23
50,TORRES,,20120675668,2022-01-31,male,18
51,PARKER,alex,20164345067,2022-01-29,male,28
52,COLLINS,alex,,2022-01-13,female,21
53,EDWARDS,alex,20198137231,2022-01-31,female,27
54,STEWART,cairo,20195904766,2022-01-31,male,57
55,FLORES,cairo,20142888955,2022-01-30,male,21
56,MORRIS,cairo,20166212194,2022-01-28,male,21
57,NGUYEN,alex,20158374426,2022-01-28,male,37
58,MURPHY,mansoura,20162966917,2022-01-22,male,22
59,RIVERA,,20136792376,2022-01-08,female,42
60,COOK,cairo,20159424472,2022-01-28,female,51
61,ROGERS,,,2022-01-21,male,45
62,MORGAN,alex,20122606503,2022-01-21,male,64
63,PETERSON,alex,20121042356,2022-01-27,male,34
64,COOPER,alex,20181703875,2022-01-04,female,46
65,REED,cairo,20162383825,2022-01-24,male,20
66,BAILEY,cairo,20179522283,2022-01-09,female,34
67,BELL,cairo,,2022-01-29,male,49
68,GOMEZ,alex,20153230021,2022-01-28,male,41
69,KELLY,mansoura,20121243108,2022-01-29,male,18
70,HOWARD,tanta,20126096866,2022-01-30,male,28
71,WARD,cairo,2017538695,2022-01-21,male,49
72,COX,cairo,20183451842,2022-01-13,male,500
73,DIAZ,alex,20112423096,2022-01-31,male,65
74,RICHARDSON,alex,2017209340,2022-01-27,female,42
75,WOOD,alex,2015345226,2022-01-29,female,40
76,WATSON,cairo,20121196102,2022-01-05,male,20
77,BROOKS,cairo,20160460151,2022-01-28,male,65
78,BENNETT,cairo,20180177542,2022-01-31,male,41
79,GRAY,alex,20122505331,2022-01-06,male,48
80,JAMES,mansoura,20157990863,2022-01-18,male,34
81,REYES,tanta,20114195218,2022-01-28,female,43
82,CRUZ,cairo,20178924024,2022-01-29,female,27
83,HUGHES,cairo,20165642711,2022-01-13,male,38
84,PRICE,alex,20197605129,2022-01-22,male,120
85,MYERS,alex,20145945647,2022-01-29,male,25
86,LONG,alex,20145531890,2022-01-14,female,40
87,FOSTER,cairo,20162478723,2022-01-29,male,58
88,SANDERS,cairo,20159494959,2022-01-19,female,40
89,ROSS,cairo,20129157104,2022-01-27,male,62
90,MORALES,alex,20116364017,2022-01-25,male,56
91,POWELL,mansoura,20163350437,2022-01-18,male,44
92,SULLIVAN,tanta,20168156292,2022-01-02,male,18
93,RUSSELL,cairo,20157401194,2022-01-27,male,61
94,ORTIZ,cairo,20194450639,2022-01-13,male,27
95,JENKINS,alex,20147827110,2022-01-28,male,31
96,GUTIERREZ,alex,20129815713,2022-01-02,female,32
97,PERRY,alex,20119065068,2022-01-20,female,26
98,BUTLER,cairo,20141070653,2022-01-28,male,23
99,BARNES,cairo,20182656209,2022-01-27,male,40
100,FISHER,cairo,2012285030,2022-01-28,male,21
101,FOSTER,cairo,20153505151,2022-01-28,male,49
102,SANDERS,cairo,20169159120,2022-01-30,male,23
103,ROSS,cairo,20146508277,2022-01-28,female,41
104,MORALES,cairo,20183824943,2022-01-29,female,21
105,POWELL,cairo,20166487824,2022-01-04,male,24
106,SULLIVAN,alex,20136505437,2022-01-31,male,44
107,RUSSELL,alex,20196853350,2022-01-31,male,61
108,ORTIZ,alex,20182507688,2022-01-31,female,61
109,JENKINS,cairo,20175415763,2022-01-29,male,21
110,GUTIERREZ,cairo,20117663689,2022-01-28,female,56
111,PERRY,cairo,2014789790,2022-01-30,male,18
112,BUTLER,cairo,20178838095,2022-01-10,male,18
113,BARNES,cairo,20188139326,2022-01-22,male,62
114,FISHER,cairo,20180078710,2022-01-31,male,17
115,FOSTER,cairo,20124759786,2022-01-04,male,57
116,SANDERS,cairo,20161286913,2022-01-29,male,50
117,ROSS,alex,20193078254,2022-01-28,male,52
118,MORALES,alex,2012138440,2022-01-29,female,26
119,POWELL,alex,20197823971,2022-01-22,female,352
